title,category,nominee,artist,workers,img
60th Annual GRAMMY Awards  (2017),Best Alternative Music Album,Sleep Well Beast,The National,"David Chalmin, Peter Katis, Jonathan Low & Sean O'Brien, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/the_national_spotlight.png?itok=DTICQ8o4
60th Annual GRAMMY Awards  (2017),Best R&B Performance,That's What I Like,Bruno Mars,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/brunomars-spotlight.png?itok=7a6al8XH
60th Annual GRAMMY Awards  (2017),Best Traditional R&B Performance,Redbone,Childish Gambino,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/childishgambino-spotlight.png?itok=pjH-sfYc
60th Annual GRAMMY Awards  (2017),Best R&B Song,That's What I Like,,"Christopher Brody Brown, James Fauntleroy, Ray Charles McCullough II, Philip Lawrence, Bruno Mars, Jeremy Reeves, Ray Romulus & Jonathan Yip, songwriters (Bruno Mars)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/James%2BFauntleroy/James%2520Fauntleroy_1_1_1575358949.jpg?itok=VKywrnEO
60th Annual GRAMMY Awards  (2017),Best Urban Contemporary Album,Starboy,The Weeknd,"Circut, Doc McKinney & The Weeknd, producers; Serban Ghenea, John Hanes, Doc McKinney & Josh Smith, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/weeknd_spotlight_832880094.png?itok=9xEx_A65
60th Annual GRAMMY Awards  (2017),Best R&B Album,24K Magic,Bruno Mars,"Shampoo Press & Curl, producers; Serban Ghenea, John Hanes & Charles Moniz, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/brunomars-spotlight.png?itok=7a6al8XH
60th Annual GRAMMY Awards  (2017),Best Rap Performance,HUMBLE.,Kendrick Lamar,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/kendricklamar-spotlight.png?itok=i1pZtRGJ
60th Annual GRAMMY Awards  (2017),Best Rap/Sung Performance,LOYALTY.,Kendrick Lamar Featuring Rihanna,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/kendricklamar-spotlight.png?itok=i1pZtRGJ
60th Annual GRAMMY Awards  (2017),Best Rap Song,HUMBLE.,,"Kendrick Duckworth, Asheton Hogan, Michael Williams II & Anthony Tiffith, songwriters (Kendrick Lamar)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/kendricklamar-spotlight.png?itok=i1pZtRGJ
60th Annual GRAMMY Awards  (2017),Best Rap Album,DAMN.,Kendrick Lamar,"Sounwave & Anthony ""Topdawg"" Tiffith, producers; Derek ""MixedByAli"" Ali, James ""The White Black Man"" Hunt & Matt Schaeffer, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/kendricklamar-spotlight.png?itok=i1pZtRGJ
60th Annual GRAMMY Awards  (2017),Best Country Solo Performance,Either Way,Chris Stapleton,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/chrisstapleton-spotlight-539559956.png?itok=-OEXnFxl
60th Annual GRAMMY Awards  (2017),Best Country Duo/Group Performance,Better Man,Little Big Town,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/littlebigtown-spotlight-510442386.png?itok=QrnWs7y-
60th Annual GRAMMY Awards  (2017),Best Country Song,Broken Halos,,"Mike Henderson & Chris Stapleton, songwriters (Chris Stapleton)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/chrisstapleton-spotlight-539559956.png?itok=-OEXnFxl
60th Annual GRAMMY Awards  (2017),Best Country Album,From A Room: Volume 1,Chris Stapleton,"Dave Cobb & Chris Stapleton, producers; Vance Powell, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/chrisstapleton-spotlight-539559956.png?itok=-OEXnFxl
60th Annual GRAMMY Awards  (2017),Best New Age Album,Dancing On Water,Peter Kater,"Peter Kater, producer; Peter Kater, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Peter%2BKater/Peter%2520Kater_1_1_1574344576.jpg?itok=N8KWAqof
60th Annual GRAMMY Awards  (2017),Best Improvised Jazz Solo,Miles Beyond,,"John McLaughlin, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BMcLaughlin/John%2520McLaughlin_1_1_1575362509.jpg?itok=Szr6s3GN
60th Annual GRAMMY Awards  (2017),Best Jazz Vocal Album,Dreams And Daggers,Cécile McLorin Salvant,"Al Pryor & Cécile McLorin Salvant, producers; Todd Whitelock & Damon Whittemore, engineers/mixers",
60th Annual GRAMMY Awards  (2017),Best Jazz Instrumental Album,Rebirth,Billy Childs,"Billy Childs, producer; Rich Breen, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Billy%2BChilds/Billy%2520Childs_1_1_1575373128.jpg?itok=O_-IMF-u
60th Annual GRAMMY Awards  (2017),Best Large Jazz Ensemble Album,Bringin' It,Christian McBride Big Band,"Todd Whitelock, engineer/mixer",
60th Annual GRAMMY Awards  (2017),Best Latin Jazz Album,Jazz Tango,Pablo Ziegler Trio,"Kabir Sehgal, producer",
60th Annual GRAMMY Awards  (2017),Best Gospel Performance/Song,Never Have To Be Alone,,"CeCe Winans; Dwan Hill & Alvin Love III, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/cecewinans-spotlight-159700600.png?itok=h5lmFvfJ
60th Annual GRAMMY Awards  (2017),Best Contemporary Christian Music Performance/Song,What A Beautiful Name,,"Hillsong Worship; Ben Fielding & Brooke Ligertwood, songwriters",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Hillsong%2BWorship/Hillsong%2520Worship_1_1_1575356417.jpg?itok=SagnPrPJ
60th Annual GRAMMY Awards  (2017),Best Gospel Album,Let Them Fall In Love,CeCe Winans,"Alvin Love III & Tommy Sims, producers; Jimmy Douglass, Ben Kane & Vance Powell, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/cecewinans-spotlight-159700600.png?itok=h5lmFvfJ
60th Annual GRAMMY Awards  (2017),Best Contemporary Christian Music Album,Chain Breaker,Zach Williams,"Jonathan Smith, producer; Jon Kaplan, Buckley Miller, Jonathan Smith, Colby Wedgeworth & Mark Zellmer, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Zach%2BWilliams/Zach%2520Williams_1_1_1575356983.jpg?itok=8zNc-aA-
60th Annual GRAMMY Awards  (2017),Best Roots Gospel Album,Sing It Now: Songs Of Faith & Hope,Reba McEntire,"Reba McEntire & Doug Sisemore, producers; Sean Neff & Todd Tidwell, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Reba%2BMcEntire/Reba%2520McEntire_1_1_1574346431.jpg?itok=wdOTxkjD
60th Annual GRAMMY Awards  (2017),Best Latin Pop Album,El Dorado,Shakira,"Shakira, producer; Carlos Hernandez Carbonell & Dave Clauss, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/shakira_spotlight_132016144.png?itok=jKApV1s9
60th Annual GRAMMY Awards  (2017),"Best Latin Rock, Urban or Alternative Album",Residente,Residente,"Residente, producer; Rafael Arcaute, Beatriz Artola, Tom Elmhirst & Phil Joly, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Residente/Residente_1_1_1575356540.jpg?itok=xe7ePRax
60th Annual GRAMMY Awards  (2017),Best Regional Mexican Music Album (Including Tejano),Arrieros Somos Sesiones Acústicas,Aida Cuevas,"Rodrigo Cuevas, producer; Rodrigo Cuevas, Gael Hedding & Acradio Hernández, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Aida%2BCuevas/Aida%2520Cuevas_1_1_1575356747.jpg?itok=Q06l0f9e
60th Annual GRAMMY Awards  (2017),Best Tropical Latin Album,Salsa Big Band,Rubén Blades Con Roberto Delgado & Orquesta,"Pablo Governatori & Ignacio Molino, engineers/mixers",
60th Annual GRAMMY Awards  (2017),Best American Roots Performance,Killer Diller Blues,Alabama Shakes,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/alabamashakes-spotlight.png?itok=WvP8ZUm0
60th Annual GRAMMY Awards  (2017),Best American Roots Song,If We Were Vampires,,"Jason Isbell, songwriter (Jason Isbell And The 400 Unit)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/jason_isbell_400_unit_spotlight.png?itok=X5eGQsYv
60th Annual GRAMMY Awards  (2017),Best Americana Album,The Nashville Sound,Jason Isbell And The 400 Unit,"Dave Cobb, producer; Matt Ross-Spang, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/jason_isbell_400_unit_spotlight.png?itok=X5eGQsYv
60th Annual GRAMMY Awards  (2017),Best Bluegrass Album,Laws Of Gravity,The Infamous Stringdusters,"Billy Hume & The Infamous Stringdusters, producers; Billy Hume, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/infamous_stringdusters_spotlight.png?itok=VIJJppPk
60th Annual GRAMMY Awards  (2017),Best Traditional Blues Album,Blue & Lonesome,The Rolling Stones,"Don Was, producer; Krish Sharma, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/rolling_stones_spotlight_623462898.png?itok=yydRz1v1
60th Annual GRAMMY Awards  (2017),Best Contemporary Blues Album,TajMo,Taj Mahal & Keb' Mo',"Taj Mahal & Keb' Mo', producers; Zach Allen, John Caldwell, Ross Hogarth & Casey Wasner, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Taj%2BMahal/Taj%2520Mahal_1_1_1575356316.jpg?itok=aRLranhe
60th Annual GRAMMY Awards  (2017),Best Folk Album,Mental Illness,Aimee Mann,"Paul Bryan, producer; Paul Bryan & Ryan Freeland, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Aimee%2BMann/Aimee%2520Mann_1_1_1575371225.jpg?itok=vY8vJDZ0
60th Annual GRAMMY Awards  (2017),Best Regional Roots Music Album,Kalenda,Lost Bayou Ramblers,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lost%2BBayou%2BRamblers/Lost%2520Bayou%2520Ramblers_1_1_1575359108.jpg?itok=49kRkL3I
60th Annual GRAMMY Awards  (2017),Best Reggae Album,Stony Hill,"Damian ""Jr. Gong"" Marley","Damian ""Jr. Gong"" Marley, producer; Marc Lee & Gennaro ""Geronimo"" Schiano, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Damian%2BMarley/Damian%2520Marley_1_1_1576284034.jpg?itok=OmPV3vQo
60th Annual GRAMMY Awards  (2017),Best World Music Album,Shaka Zulu Revisited: 30th Anniversary Celebration,Ladysmith Black Mambazo,"Mitch Goldstein & Ladysmith Black Mambazo, producers; Nonhlanhla Buthelezi & Mthandeni Mvelase, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ladysmith%2BBlack%2BMambazo/Ladysmith%2520Black%2520Mambazo_1_1_1576366309.jpg?itok=IG-cqmb8
60th Annual GRAMMY Awards  (2017),Best Children's Album,Feel What U Feel,Lisa Loeb,"Rich Jacques & Lisa Loeb, producers; Rich Jacques & Brian Yaskulka, engineers/mixers",
60th Annual GRAMMY Awards  (2017),"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",The Princess Diarist,Carrie Fisher,"Dan Zitt, producer; Nikki Banks Maurer, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Carrie%2BFisher/Carrie%2520Fisher_1_1_1575372577.jpg?itok=I12xplMs
60th Annual GRAMMY Awards  (2017),Best Comedy Album,The Age Of Spin & Deep In The Heart Of Texas,Dave Chappelle,"Rikki Hughes, Stan Lathan, Sina Sadighi, Carla Sims & Geof Wills, producers; Michael Abbott, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dave%2BChappelle/Dave%2520Chappelle_1_1_1574346009.jpg?itok=L7Cpr_bU
60th Annual GRAMMY Awards  (2017),Best Musical Theater Album,Dear Evan Hansen,,"Laura Dreyfuss, Mike Faist, Rachel Bay Jones, Kristolyn Lloyd, Michael Park, Ben Platt, Will Roland & Jennifer Laura Thompson, principal soloists; Benj Pasek & Justin Paul, composers/lyricists; Pete Ganbarg, Alex Lacamoire, Stacey Mindich, Benj Pasek & Justin Paul, producers; Neal Avron & Derik Lee, engineers/mixers (Original Broadway Cast Recording)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Laura%2BDreyfuss/Laura%2520Dreyfuss_1_1_1575356353.jpg?itok=dss0G4nV
60th Annual GRAMMY Awards  (2017),Best Compilation Soundtrack For Visual Media,La La Land,(Various Artists),"Justin Hurwitz & Marius de Vries, compilation producers; Steven Gizicki, music supervisor; Nicholai Baxter, engineer/mixer",
60th Annual GRAMMY Awards  (2017),Best Score Soundtrack For Visual Media,La La Land,,"Justin Hurwitz, composer; Justin Hurwitz, producer; Nicholai Baxter, engineer/mixer (Justin Hurwitz)",
60th Annual GRAMMY Awards  (2017),Best Song Written For Visual Media,How Far I'll Go,"Lin-Manuel Miranda, songwriter (Auli'i Cravalho)",,
60th Annual GRAMMY Awards  (2017),Best Instrumental Composition,Three Revolutions,,"Arturo O'Farrill, composer (Arturo O'Farrill & Chucho Valdés)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/arturoofarrill-spotlight.png?itok=I8W2h2tn
60th Annual GRAMMY Awards  (2017),"Best Arrangement, Instrumental or A Cappella",Escapades For Alto Saxophone And Orchestra From Catch Me If You Can,,"John Williams, arranger (John Williams)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/johnwilliams-spotlight-539137396.png?itok=g9wO-Yx9
60th Annual GRAMMY Awards  (2017),"Best Arrangement, Instruments and Vocals",Putin,,"Randy Newman, arranger (Randy Newman)",
60th Annual GRAMMY Awards  (2017),Best Recording Package,El Orisha De La Rosa,,"Carlos Dussán, Juliana Jaramillo, Juan Felipe Martínez & Claudio Roncoli, art directors (Magín Díaz)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Juan%2BFelipe%2BMart%25C3%25ADnez/Juan%2520Felipe%2520Mart%25C3%25ADnez_1_1_1575356330.jpg?itok=dsOUNADW
60th Annual GRAMMY Awards  (2017),Best Boxed Or Special Limited Edition Package,The Voyager Golden Record: 40th Anniversary Edition,,"Lawrence Azerrad, Timothy Daly & David Pescovitz, art directors (Various Artists)",
60th Annual GRAMMY Awards  (2017),Best Album Notes,Live At The Whisky A Go Go: The Complete Recordings,,"Lynell George, album notes writer (Otis Redding)",
60th Annual GRAMMY Awards  (2017),Best Historical Album,Leonard Bernstein - The Composer,,"Robert Russ, compilation producer; Martin Kistner & Andreas K. Meyer, mastering engineers (Leonard Bernstein)",
60th Annual GRAMMY Awards  (2017),"Best Engineered Album, Non-Classical",24K Magic,,"Serban Ghenea, John Hanes & Charles Moniz, engineers; Tom Coyne, mastering engineer (Bruno Mars)",
60th Annual GRAMMY Awards  (2017),"Producer Of The Year, Non-Classical",Greg Kurstin,,,
60th Annual GRAMMY Awards  (2017),Best Remixed Recording,You Move (Latroit Remix),(Depeche Mode),"Dennis White, remixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dennis%2BWhite/Dennis%2520White_1_1_1575636695.jpg?itok=8zyTe3nE
60th Annual GRAMMY Awards  (2017),Best Surround Sound Album,Early Americans,(Jane Ira Bloom),"Jim Anderson, surround mix engineer; Darcy Proper, surround mastering engineer; Jim Anderson & Jane Ira Bloom, surround producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jim%2BAnderson/Jim%2520Anderson_1_1_1575374199.jpg?itok=GCrhT5f4
60th Annual GRAMMY Awards  (2017),"Best Engineered Album, Classical",Shostakovich: Symphony No. 5; Barber: Adagio,,"Mark Donahue, engineer (Manfred Honeck & Pittsburgh Symphony Orchestra)",
60th Annual GRAMMY Awards  (2017),"Producer Of The Year, Classical",David Frost,,,
60th Annual GRAMMY Awards  (2017),Best Orchestral Performance,Shostakovich: Symphony No. 5; Barber: Adagio,,"Manfred Honeck, conductor; Dirk Sobotka, producer; Mark Donahue, engineer (Pittsburgh Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Manfred%2BHoneck/Manfred%2520Honeck_1_1_1575358343.jpg?itok=OLwHp-pu
60th Annual GRAMMY Awards  (2017),Best Opera Recording,Berg: Wozzeck,,"Hans Graf, conductor; Hans Graf & Brad Sayles, producers; Anne Schwanewilms & Roman Trekel, soloists; Brad Sayles, engineer (Chorus Of Students And Alumni, Shepherd School Of Music, Rice University & Houston Grand Opera Children's Chorus; Houston Symphony)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Anne%2BSchwanewilms/Anne%2520Schwanewilms_1_1_1575358167.jpg?itok=Ofgfcx-d
60th Annual GRAMMY Awards  (2017),Best Choral Performance,Bryars: The Fifth Century,,"Donald Nally, conductor; Andreas K. Meyer & Paul Vazquez, engineers (The Crossing; PRISM Quartet)",
60th Annual GRAMMY Awards  (2017),Best Chamber Music/Small Ensemble Performance,Death & The Maiden,,"Patricia Kopatchinskaja, conductor/soloist; The Saint Paul Chamber Orchestra; Blanton Alspaugh, producer; John Newton, engineer; Mark Donahue, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Patricia%2BKopatchinskaja/Patricia%2520Kopatchinskaja_1_1_1575358854.jpg?itok=Y0bVa8FI
60th Annual GRAMMY Awards  (2017),Best Classical Instrumental Solo,Transcendental,,"Daniil Trifonov; Sid McLauchlan, producer; Marcus Herzog, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Daniil%2BTrifonov/Daniil%2520Trifonov_1_1_1575358130.jpg?itok=n8i0dF6n
60th Annual GRAMMY Awards  (2017),Best Classical Solo Vocal Album,Crazy Girl Crazy,,"Barbara Hannigan, soloist; Guido Tichelman, producer; Bastiaan Kuijt, engineer (Ludwig Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Barbara%2BHannigan/Barbara%2520Hannigan_1_1_1575372428.jpg?itok=MR5ZKo39
60th Annual GRAMMY Awards  (2017),Best Classical Compendium,"Higdon: All Things Majestic, Viola Concerto & Oboe Concerto",,"Giancarlo Guerrero, conductor; Tim Handley, producer; Gary Call, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Giancarlo%2BGuerrero/Giancarlo%2520Guerrero_1_1_1575372274.jpg?itok=StqTXvw6
60th Annual GRAMMY Awards  (2017),Best Contemporary Classical Composition,Viola Concerto,,"Jennifer Higdon, composer (Roberto Díaz, Giancarlo Guerrero & Nashville Symphony)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jennifer%2BHigdon/Jennifer%2520Higdon_1_1_1575372093.jpg?itok=qb2kdzQ6
60th Annual GRAMMY Awards  (2017),Best Music Video,HUMBLE.,Kendrick Lamar,"Dave Meyers & The Little Homies, video directors; Jason Baum, Dave Free, Jamie Rabineau, Nathan K. Scherrer & Anthony Tiffith, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/kendricklamar-spotlight.png?itok=i1pZtRGJ
60th Annual GRAMMY Awards  (2017),Best Music Film,The Defiant Ones,(Various Artists),"Allen Hughes, video director; Sarah Anthony, Fritzi Horstman, Broderick Johnson, Gene Kirkwood, Andrew Kosove, Laura Lancaster, Michael Lombardo, Jerry Longarzo, Doug Pray & Steven Williams, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steven%2BWilliams/Steven%2520Williams_1_1_1575356465.jpg?itok=X2szXB31
