coordinate,address,city,state,postal_code,ad_type,description,beds,bath,sqr_lot,sqft,year,style,property_type,price,currency
"('37.794307', '-122.422273')",1650 Jackson St Apt 906,San Francisco,CA,94109,place,"Offering views to the Golden Gate Bridge, The Bay & Marin, this top floor, 1 bedroom penthouse residence in the trendy part of Nob Hill has it all. The open concept living space encompasses a spacious living & dining area with hardwood floors and an inviting, corner, wood burning fireplace. The views from the common living space & the adjoining walk out deck are mesmerizing. The remodeled, modern kitchen is nicely equipped with stone countertops, ceramic tile flooring, generous cabinet space & newer appliances, including a gas range and oven. This area of Nob Hill is re energized with new restaurants and local boutiques with more to come. Whether you are looking for a more casual meal at Nick's Crispy Tacos or Blue Barn, or something more formal, like Harris' Steakhouse or La Folie, just walk out your front door & leave the car behind. Easy access to downtown, the Golden Gate or Bay bridge. Numerous MUNI lines as well as tech shuttles close by. Great place for 1st home or pied a terre!",1,1,,875,Built 1991,Built 1991,Type Condo/Townhome/Row Home/Co-Op,"$995,000",
"('37.714664', '-122.457466')",149 Lobos St,San Francisco,CA,94112,place,"Single Family Home on Over-sized Lot! This 2 story, 2 bed + 1 bath, single-family home has excellent ground up development or expansion potential for investors and homeowners alike. The property is situated on an over-sized (6, 246 s.f.) mostly flat, lot (50' x 125') with great light and views from the western wall and a huge fenced-in private yard. Lower level has several unwarranted rooms, with no permit history. Oceanview, is one of San Francisco's best kept real estate secrets. It is conveniently located within a ten-minute drive of major shopping centers, great schools and colleges, world-class recreational areas and easy access to public transportation (BART and Muni) and the 280 and 101 freeways for quick Peninsula commutes.",2,1,"6,246","1,130",Built 1911,Style  Traditional/Bungalow,Type Single Family Home,"$1,400,000",
"('37.7271', '-122.368')",51 Innes Court,San Francisco,CA,94124,place,"This gorgeous home is located in a prime top floor corner spot for expansive views.. Offering plenty of space this is the last three-bedroom home available at Monarch. The master suite features its own private full-sized bathroom while the two secondary share access to another just off the hallway. The main living area features an open-concept layout, contemporary kitchen, dining area and family room with plenty of windows to let ample natural light shine in.",3,2,,"1,409",,Type Condo/Townhome/Row Home/Co-Op,Type Condo/Townhome/Row Home/Co-Op,from,
"('37.76227', '-122.388295')",2177 3rd St Unit 303,San Francisco,CA,94107,place,"2177 Third Street brings Waterfront living to the heart of Dogpatch. Spanning the corner of 3rd and 19th streets, 2177 Third's 114 luxury studio, 1- and 2- bedroom residences showcase meticulous attention to detail and dramatic design. Inside each home you will find open floor plans, modular floor-to-ceiling windows, Miele appliances and gorgeous marble countertops. Designed by Woods Bagot, 2177 Third is luxury living that is quintessentially San Francisco and features curated amenities like a center courtyard, private gym, rooftop terrace, pet spa, residence lounge and co-working space. All photography, renderings & views are representative of the Development.",1,1,,719,Built 2020,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$950,000",
"('37.789136', '-122.455972')",3800 Washington St,San Francisco,CA,94118,place,"Dazzingly re-imagined for the 21st Century, the breathtaking Le Petit Trianon is inspired by the original world-renowned Chateau at the Versailles Palace in France, which was constructed between 1763 and 1768 by King Louis XV. The iconic, historically irreplaceable facade of Le Petit Trianon is one of the world's most recognizable images. Designated as both a San Francisco as well as a National Historical Landmark,and considered one of the City's architectural masterpieces, this extraordinary monument has been host to a glittering array of some of the most important social, cultural, artistic and philanthropic events in San Francisco history. Evocative of another era of 18th-Century grandeur, this timeless masterpiece has seen yet another unforgettable re-incarnation in its legendary history by the 2019 San Francisco Decorator Showcase for a glamorous and contemporary lifestyle...truly one of the world's most extraordinary private historical residences...",9,7.5,0.47,"18,788",Built 1904,Style  French,Type Single Family Home,"$21,800,000",
"('37.734221', '-122.397781')",250 Bridgeview Dr,San Francisco,CA,94124,place,"A rare opportunity in San Francisco's Silver Terrace. From the moment you walk through the front door you realize you have entered a very unique home. Featuring 3 bedrooms and 2 full baths and plenty of room to expand. Largely remodeled with environmentally conscious materials; this home exudes a thoughtful elegance that capitalizes on the panoramic views from its reverse plan layout. The rear deck descends into a park-like backyard setting, perfect for entertaining. With easy access to both the 280 and 101 freeways; and with commercial corridors along 3rd Street and San Jose Avenue nearby; this property has a removed open feel while still being very close to the action and that embodies soul of San Francisco.",3,2,"2,121",,Built 1949,Style  Traditional,Type Single Family Home,"$998,000",
"('37.760034', '-122.466741')",531 Kirkham St,San Francisco,CA,94122,place,"Features Alert!: Level access from street; upstairs (529) sold in May for 1250k (this is a different unit). 531 Kirkham is a freshly renovated full floor flat with 5 rooms to allow flexible usage. The front entry with large closet leads to a large double parlor that can be used as a living room and bedroom or adjoining living/dining room. The rooms are connected by French doors and can be used open for connection between functions or closed as needed. There are two spacious baths off the hallway to the kitchen: one has a shower over tub and the other has a stall shower + the convenient laundry. The spacious kitchen with dining area has new counter tops, fresh paint on the cabinets, new appliances and offers direct access to the exclusive use patio and shared south facing rear garden. Two further good-sized bedrooms adjoin each other as well as the kitchen. There is space here for lives to grow and change, for guests and for the residents to enjoy time together or apart.",3,2,,"1,100",Built 1909,Built 1909,Type Condo/Townhome/Row Home/Co-Op,"$1,089,000",
"('37.720964', '-122.439904')",78 Oneida Ave,San Francisco,CA,94112,place,"This totally remodeled home is located in desirable Mission Terrace neighborhood and is near public transportation, HWY 280, BART, City College, and Balboa Park in the cul-de-sac across from Balboa High School. Bright and airy living room with fireplace, dining room with skylight and gorgeous kitchen with SS appliances, French door refrigerator with built-in Internet display. Rarely available 4 bedroom/3 bath home includes a master suite with sliding doors to the deck that leads to a nice landscaped backyard. Brand new hardwood floors with a light French country distressed finish, new double pane windows, cable and network (Internet) connection. The entryway has a Ring doorbell/ surveillance camera and a l Yale electronic lock that can be opened with a combination or with with a smartphone for remote access. Other features include a tankless water heater, Nest thermostats, Illuminated mirrors. 1 car garage. Don't miss this great opportunity!",4,3,"2,495","2,040",Built 1941,Style  Contemporary,Type Single Family Home,"$1,295,000",
"('37.77444', '-122.426251')",423 Oak St,San Francisco,CA,94102,place,"Lyrical, romantic, re-imagined Victorian, 2 level, top floor condominium, the massive restored residence is illuminated by an open, sky-lit entry space, a glass & metal enclosed stair, soaring 20+ feet to the upper level lounge. A handsome library/office is tucked into the front bay on the main level of this home. The living/dining space is open to the professionally equipped Miele & Wolf custom kitchen w/ butler's pantry, storage, with wine fridge and additional dishwasher. The adjacent living space includes a walk-out, cedar-clad deck. Two large living levels include 3BD, 3BA. The 4th floor features Master Bedroom Suite w/ private walk-out roof deck and master bathroom, large walk-in closet, lounge with wet bar plus laundry room.",3,3,,"3,045",Built 1900,Style  Contemporary/Custom/Modern/High Tech/Victorian/Conversion,Type Condo/Townhome/Row Home/Co-Op,"$2,995,000",
"('37.801063', '-122.417441')",2154 Leavenworth St,San Francisco,CA,94133,place,"Beautifully remodeled apartment with wonderful light and dramatic views to Coit Tower, Telegraph Hill, Downtown skyline, and Bay. Very gracious and spacious floor plan with wide hallways and a house like feel. Expansive living spaces with large walkout view terrace. Huge master bedroom along the entire west frontage with beautifully appointed en suite bath and generous closet space. Two car tandem private garage with additional street parking. Roof space deeded to unit for potential expansion and roof deck. Intimate and elegant 4 unit courtyard building.",2,2,,"2,300",Built 1924,Style  Traditional,Type Condo/Townhome/Row Home/Co-Op,"$2,995,000",
